reaction_name,smirks,reference
{Carboxylic acid to tetrazole},"[C,c:1][C:2](=O)[OH,O-]>>[C,c:1][C:2]1=NN=NN1","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Tetrazole to carboxylic acid},"[C,c:1][C:2]1=NN=NN1>>[C,c:1][C:2](=O)[OH,O-]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Methyl to amine},"[C,c;!$(C(=O)):1]-[CH3]>>[C,c:1]-[NH2]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Methyl to alcohol},"[C,c;!$(C(=O)):1]-[CH3]>>[C,c:1]-[OH]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Methyl to fluorine},"[C,c;!$(C(=O)):1]-[CH3]>>[C,c:1]-[F]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Methyl to chlorine},"[C,c;!$(C(=O)):1]-[CH3]>>[C,c:1]-[Cl]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Amine to methyl},"[C,c;!$(C(=O)):1]-[NH2]>>[C,c:1]-[CH3]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Amine to alcohol},"[C,c;!$(C(=O)):1]-[NH2]>>[C,c:1]-[OH]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Amine to fluorine},"[C,c;!$(C(=O))]-[NH2]>>[C,c:1]-[F]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Amine to chlorine},"[C,c;!$(C(=O)):1]-[NH2]>>[C,c:1]-[Cl]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Alcohol to methyl},"[C,c;!$(C(=O)):1]-[OH]>>[C,c:1]-[CH3]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Alcohol to amine},"[C,c;!$(C(=O)):1]-[OH]>>[C,c:1]-[NH2]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Alcohol to fluorine},"[C,c;!$(C(=O)):1]-[OH]>>[C,c:1]-[F]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Alcohol to chlorine},"[C,c;!$(C(=O)):1]-[OH]>>[C,c:1]-[Cl]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Alcohol to methoxy},"[C,c;!$(C(=O)):1]-[OH]>>[C,c:1]-O-[CH3]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Alcohol to CHF2},"[C,c,n;!$(C(=O)):1]-[OH]>>[C,c:1]-[CH](F)F","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Alcohol to sulfoximine},"[C,c;!$(C(=O)):1]-[OH]>>[C,c:1]-[S](=O)=[NH]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Methoxy to alcohol},"[C,c;!$(C(=O)):1]-O-[CH3]>>[C,c:1]-[OH]","https://www.cambridgemedchemconsulting.com/resources/bioisoteres/"
{Methoxy to fluorine},"[C,c;!$(C(=O)):1]-O-[CH3]>>[C,c:1]-[F]","https://www.cambridgemedchemconsulting.com/resources/bioisoteres/"
{Fluorine to methoxy},"[C,c;!$(C(=O)):1]-[F]>>[C,c:1]-O-[CH3]","https://www.cambridgemedchemconsulting.com/resources/bioisoteres/"
{Fluorine to methyl},"[C,c;!$(C(=O)):1]-[F]>>[C,c:1]-[CH3]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Fluorine to amine},"[C,c;!$(C(=O)):1]-[F]>>[C,c:1]-[NH2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Fluorine to alcohol},"[C,c;!$(C(=O)):1]-[F]>>[C,c:1]-[OH]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Fluorine to chlorine},"[C,c;!$(C(=O)):1]-[F]>>[C,c:1]-[Cl]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Chlorine to methyl},"[C,c;!$(C(=O)):1]-[Cl]>>[C,c:1]-[CH3]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Chlorine to amine},"[C,c;!$(C(=O)):1]-[Cl]>>[C,c:1]-[NH2]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Chlorine to alcohol},"[C,c;!$(C(=O)):1]-[Cl]>>[C,c:1]-[OH]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Chlorine to fluorine},"[C,c;!$(C(=O)):1]-[Cl]>>[C,c:1]-[F]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Chlorine to thiol},"[C,c;!$(C(=O)):1]-[Cl]>>[C,c:1]-[SH]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Chlorine to nitril},"[C,c;!$(C(=O)):1]-[Cl]>>[C,c:1]-C#N","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Thiol to chlorine},"[C,c;!$(C(=O)):1]-[SH]>>[C,c:1]-[Cl]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Thiol to nitril},"[C,c;!$(C(=O)):1]-[SH]>>[C,c:1]-C#N","https://www.cambridgemedchemconsulting.com/resources/bioisoteres/"
{Nitril to chlorine},"[C,c:1]-C#N>>[C,c:1]-[Cl]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Nitril to thiol},"[C,c:1]-C#N>>[C,c:1]-[SH]","https://www.cambridgemedchemconsulting.com/resources/bioisoteres/"
{Isopropyl to bromine},"[C,c:1]-[CH]([CH3])([CH3])>>[C,c:1]-Br","https://www.cambridgemedchemconsulting.com/resources/bioisoteres/"
{Isopropyl to CF3},"[C,c:1]-[CH]([CH3])([CH3])>>[C,c:1]-[C](F)(F)F","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Isopropyl to CF2},"[C,c:1]-[CH]([CH3])([CH3])>>[C,c:1]-[CH](F)(F)","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Bromine to isopropyl},"[C,c:1]-Br>>[C,c:1]-[CH]([CH3])([CH3])","https://www.cambridgemedchemconsulting.com/resources/bioisoteres/"
{Bromine to CF3},"[C,c:1]-Br>>[C,c:1]-[C](F)(F)F","https://www.cambridgemedchemconsulting.com/resources/bioisoteres/"
{CF3 to isopropyl},"[C,c:1]-[C](F)(F)F>>[C,c:1]-[CH]([CH3])([CH3])","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{CF3 to bromine},"[C,c:1]-[C](F)(F)F>>[C,c:1]-Br","https://www.cambridgemedchemconsulting.com/resources/bioisoteres/"
{CF2 to isopropyl},"[C,c:1]-[CH](F)(F)>>[C,c:1]-[CH]([CH3])([CH3])","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Iodine to tert-butyl},"[C,c:1]-[I]>>[C,c:1]-[C]([CH3])([CH3])([CH3])","https://www.cambridgemedchemconsulting.com/resources/bioisoteres/"
{Iodine to CF3},"[C,c:1]-[I]>>[C,c:1]-[C](F)(F)F","https://www.cambridgemedchemconsulting.com/resources/bioisoteres/"
{Tert-butyl to iodine},"[C,c:1]-[C]([CH3])([CH3])([CH3])>>[C,c:1]-[I]","https://www.cambridgemedchemconsulting.com/resources/bioisoteres/"
{Tert-butyl to CF3},"[C,c:1]-[C]([CH3])([CH3])([CH3])>>[C,c:1]-[C](F)(F)F","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{CF3 to iodine},"[C,c:1]-[C](F)(F)F>>[C,c:1]-[I]","https://www.cambridgemedchemconsulting.com/resources/bioisoteres/"
{CF3 to tert-butyl},"[C,c:1]-[C](F)(F)F>>[C,c:1]-[C]([CH3])([CH3])([CH3])","https://www.cambridgemedchemconsulting.com/resources/bioisoteres/"
{CH2 to secondary amine},"[C,c:1]-[CH2]-[C,c:2]>>[C,c:1]-[NH]-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{CH2 to ether},"[C,c:1]-[CH2]-[C,c:2]>>[C,c:1]-[O]-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{CH2 to thioether},"[C,c:1]-[CH2]-[C,c:2]>>[C,c:1]-[S]-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Secondary amine to CH2},"[C,c:1]-[NH;!$(N-C(=O));!+]-[C,c:2]>>[C,c:1]-[CH2]-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Secondary amine to ether},"[C,c:1]-[NH;!$(N-C(=O));!+]-[C,c:2]>>[C,c:1]-[O]-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Secondary amine to thioether},"[C,c:1]-[NH;!$(N-C(=O));!+]-[C,c:2]>>[C,c:1]-[S]-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Ether to CH2},"[C,c:1]-[O;!$(O-C(=O))]-[C,c:2]>>[C,c:1]-[CH2]-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Ether to secondary amine},"[C,c:1]-[O;!$(O-C(=O))]-[C,c:2]>>[C,c:1]-[NH]-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Ether to thioether},"[C,c:1]-[O;!$(O-C(=O))]-[C,c:2]>>[C,c:1]-[S]-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Ether to CF2},"[C,c:1]-[O;!$(O-C(=O))]-[C,c:2]>>[C,c:1]-C(F)(F)-[C,c:2]","https://www.cambridgemedchemconsulting.com/resources/bioisoteres/"
{CF2 to ether},"[C,c:1]-C(F)(F)-[C,c:2]>>[C,c:1]-[O]-[C,c:2]","https://www.cambridgemedchemconsulting.com/resources/bioisoteres/"
{Thioether to CH2},"[C,c:1]-[S;!$(S-C(=O))]-[C,c:2]>>[C,c:1]-[CH2]-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Thioether to secondary amine},"[C,c:1]-[S;!$(S-C(=O))]-[C,c:2]>>[C,c:1]-[NH]-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Thioether to ether},"[C,c:1]-[S;!$(S-C(=O))]-[C,c:2]>>[C,c:1]-[O]-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Para-phenyl to 2-oxabicyclo[2.2.2]octane},"[*:1]c1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]C12CCC([*:3])(CO2)C(C1)","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{2-oxabicyclo[2.2.2]octane to para-phenyl},"[*:1]C12CCC([*:3])(CO2)C(C1)>>[*:1]c1[cH][cH][c]([*:3])[cH][cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to bicyclo[2.2.2]octane},"[*:1]c1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]C12CCC([*:3])(CC2)C(C1)","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Bicyclo[2.2.2]octane to para-phenyl},"[*:1]C12CCC([*:3])(CC2)C(C1)>>[*:1]c1[cH][cH][c]([*:3])[cH][cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to spiro[3.3]heptane},"[*:1]c1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]C1CC2(C1)CC(C2)([*:3])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Spiro[3.3]heptane to para-phenyl},"[*:1]C1CC2(C1)CC(C2)([*:3])>>[*:1]c1[cH][cH][c]([*:3])[cH][cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Ester to amide},"[C,c:1]-C(=O)O-[C,c:2]>>[C,c:1]-C(=O)N-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Ester to thioester},"[C,c:1]-C(=O)O-[C,c:2]>>[C,c:1]-C(=O)S-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Ester to keton},"[C,c:1]-C(=O)O-[C,c:2]>>[C,c:1]-C(=O)C-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Amide to ester},"[C,c:1]-C(=O)[N;!$(N(*)(*)*):3]-[C,c:2]>>[C,c:1]-C(=O)[O:3]-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Amide to thioester},"[C,c:1]-C(=O)[N;!$(N(*)(*)*):3]-[C,c:2]>>[C,c:1]-C(=O)[S:3]-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Amide to keton},"[C,c:1]-C(=O)[N:3]-[C,c:2]>>[C,c:1]-C(=O)[C:3]-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Thioester to ester},"[C,c:1]-C(=O)S-[C,c:2]>>[C,c:1]-C(=O)O-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Thioester to amide},"[C,c:1]-C(=O)S-[C,c:2]>>[C,c:1]-C(=O)N-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Thioester to keton},"[C,c:1]-C(=O)S-[C,c:2]>>[C,c:1]-C(=O)C-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Ketone to ester},"[C,c:1]-C(=O)C-[C,c:2]>>[C,c:1]-C(=O)O-[C,c:2]","https://www.cambridgemedchemconsulting.com/resources/bioisoteres/"
{Ketone to amide},"[C,c:1]-C(=O)C-[C,c:2]>>[C,c:1]-C(=O)N-[C,c:2]","https://www.cambridgemedchemconsulting.com/resources/bioisoteres/"
{Ketone to thioester},"[C,c:1]-C(=O)C-[C,c:2]>>[C,c:1]-C(=O)S-[C,c:2]","https://www.cambridgemedchemconsulting.com/resources/bioisoteres/"
{Ketone to dinitrile},"[C,c:1]C(=O)[C,c:2]>>[C,c:1]C(=C(C#N)(C#N))[C,c:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
"{Ketone to 1,2-difluoroethene}","[C,c:1]C(=O)[C,c:2]>>[C,c:1]C(=C(F)(F))[C,c:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Ketone to sulfoxide},"[C,c:1]C(=O)[C,c:2]>>[C,c:1]S(=O)[C,c:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Ketone to oxetane},"[C,c:1]C(=O)[C,c:2]>>[C,c:1]C1(COC1)[C,c:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Ketone to fluorine},"[C,c:1]C(=O)[C,c:2]>>[C,c:1][CH](F)[C,c:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Ketone to difluorine},"[C,c:1]C(=O)[C,c:2]>>[C,c:1]C(F)(F)[C,c:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Para-phenyl to pyridine},"[*:1][c]1[cH][cH][c]([*:3])[cH][cH]1>>[*:1][c]1[cH][n][c]([*:3])[cH][cH]1","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Pyridine to para-phenyl},"[*:1][c]1[cH][n][c]([*:3])[cH][cH]1>>[*:1][c]1[cH][cH][c]([*:3])[cH][cH]1","https://pubs.acs.org/doi/full/10.1021/cr950066q"
"{3,4-Dimethoxyphenyl to 1,3-dimethyl-1H-indazole}","[*:1]c1[cH][cH][c]([O:3]C)[c]([O:4]C)[cH]1>>[*:1]c1[cH]c2c([n:3](C)n[c:4](C)2)[cH]([cH]1)","https://pubs.acs.org/doi/10.1021/jm301119s"
"{3,4-Dimethoxyphenyl to 1,4-dimethylphthalazine}","[*:1]c1[cH][cH][c]([O:3]C)[c]([O:4]C)[cH]1>>[*:1]c1[cH]c2c([c:3](C)nn[c:4](C)2)[cH]([cH]1)","https://pubs.acs.org/doi/10.1021/jm301119s"
"{Aromatic nitro to 2,1,3-benzoxadiazole}","[c:1]([N+](=O)[O-])[cH:2]>>[c:1](non1)[c:2]1","https://www.cambridgemedchemconsulting.com/resources/bioisoteres/"
{Aromatic nitro to phthalide},"[c:1]([N+](=O)[O-])[cH:2]>>[c:1](C(=O)OC1)[c:2]1","https://www.cambridgemedchemconsulting.com/resources/bioisoteres/"
{Aromatic nitro to aromatic nitril},"[c:1]([N+](=O)[O-])[cH:2]>>c1ccccc1[C:1]#N","https://www.cambridgemedchemconsulting.com/resources/bioisoteres/"
{Amide to sulfonamide},"[C,c:1]-C(=O)[N;!$(N(*)(*)*):3]-[C,c:2]>>[C,c:1]-S(=O)(=O)[N:3]-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Amide to CF3 ethylamine},"[C,c:1]-C(=O)[N:3]-[C,c:2]>>[C,c:1]-C(C(F)(F)F)[N:3]-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Amide to cyclopropyl amide},"[C,c:1]-C(=O)[N:3]-[C,c:2]>>[C,c:1]-C1(CC1)[N:3]-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Amide to fluoroethene},"[C,c:1]-C(=O)[N;!$(N(*)(*)*):3]-[C,c:2]>>[C,c:1]-C(F)=[C:3]-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Amide to oxetane},"[C,c:1]-C(=O)[N:3]-[C,c:2]>>[C,c:1]C1(COC1)[N:3][C,c:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
"{Amide to 1,2,4-triazole}","[C,c:1]-C(=O)[N;!$(N(*)(*)*):3]-[C,c:2]>>[C,c:1]c1[nH:3]c([C,c:2])(nn1)","https://pubs.acs.org/doi/full/10.1021/jm1013693"
"{Amide to 1,2,3-triazole}","[C,c:1]-C(=O)[N;!$(N(*)(*)*):3]-[C,c:2]>>[C,c:1]n1[c:3]c([C,c:2])(nn1)","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Amide to amidine},"[C,c:1]-C(=O)[N:3]-[C,c:2]>>[C,c:1]C(=N)[N:3][C,c:2]","https://pubs.acs.org/doi/10.1021/acsmedchemlett.2c00114"
{Amide to thioamide},"[C,c:1]-C(=O)[N:3]-[C,c:2]>>[C,c:1]C(=S)[N:3][C,c:2]","https://pubs.acs.org/doi/10.1021/acsmedchemlett.2c00114"
"{Amide to 1,2,4-oxadiazole}","[C,c:1]-C(=O)[N;!$(N(*)(*)*):3]-[C,c:2]>>[C,c:1]c1[n:3]c([C,c:2])(on1)","https://pubs.acs.org/doi/10.1021/acsmedchemlett.2c00114"
{Amide to methylamide},"[C,c:1]-C(=O)[N;!$(N(*)(*)*):3]-[C,c:2]>>[C,c:1]C(=O)[N:3](C)[C,c:2]","https://pubs.acs.org/doi/10.1021/acsmedchemlett.2c00114"
{Amide to carbamate},"[CH2:1]C(=O)[N:3][C,c:2]>>[O:1]C(=O)[N:3][C,c:2]","https://pubs.acs.org/doi/10.1021/acsmedchemlett.2c00114"
{Amide to reversed amide},"[C,c:1]-C(=O)[N;!$(N(*)(*)*):3]-[C,c:2]>>[C,c:1]-[N:3]C(=O)-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Amide to ketomethylene},"[C,c:1]-C(=O)[N:3]-[C,c:2]>>[C,c:1]-C(=O)[C:3]-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Amide to urea},"[C,c:1]-C(=O)[N:3]-[C,c:2]>>[C,c:1]-NC(=O)[N:3]-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Amide to methyleneamino},"[C,c:1]-C(=O)[N:3]-[C,c:2]>>[C,c:1]-C-[N:3]-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Amide to thiocarbamate},"[C,c:1]-C(=O)[N:3]-[C,c:2]>>[C,c:1]-OC(=S)[N:3]-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
{Amide to hydroxyethylene},"[C,c:1]-C(=O)[N:3]-[C,c:2]>>[C,c:1]-C(O)[C:3]-[C,c:2]","https://pubs.acs.org/doi/full/10.1021/cr950066q"
"{Amide to 1,3-oxazol-2-amine}","[C,c:1]-C(=O)[N;!$(N(*)(*)*):3]-[C,c:2]>>[C,c:1]c1[o:3]c(N[C,c:2])(nc1)","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Amide to imidazolidinone},"[C,c:1]-C(=O)[N;!$(N(*)(*)*):3]-[C,c:2]>>[C,c:1]N(CC1)C(=O)[N:3]1[C,c:2]","https://pmc.ncbi.nlm.nih.gov/articles/PMC7666045/"
{Amide to tetrazole},"[C,c:1]-C(=O)[NH]-[C,c:2]>>[C,c:1]n1nc([C,c:2])(nn1)","https://pmc.ncbi.nlm.nih.gov/articles/PMC7666045/"
{Amide to pyrazole},"[C,c:1]-C(=O)[NH]-[C,c:2]>>[C,c:1]c1cc([C,c:2])([nH]n1)","https://pmc.ncbi.nlm.nih.gov/articles/PMC7666045/"
"{Amide to 1,2,4-thiadiazole}","[C,c:1]-C(=O)[NH]-[C,c:2]>>[C,c:1]c1nc([C,c:2])(sn1)","https://pmc.ncbi.nlm.nih.gov/articles/PMC7666045/"
{Aromatic amide to fused imidazolidinone},"[c:1](NC(=O)[F,Cl,Br,I,$([C;H3,H1&r3])])[cH:2]>>[c:1](NC(=O)N1)[c:2]1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Aromatic amide to fused pyrazolidinone},"[c:1](NC(=O)[F,Cl,Br,I,$([C;H3,H1&r3])])[cH:2]>>[c:1](NNC(=O)1)[c:2]1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Aromatic amide to fused pyrazoline},"[c:1](NC(=O)[F,Cl,Br,I,$([C;H3,H1&r3])])[cH:2]>>[c:1]([nH]nc1)[c:2]1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Aromatic amide to fused dihydrouracil},"[c:1](NC(=O)[F,Cl,Br,I,$([C;H3,H1&r3])])[cH:2]>>[c:1](NC(=O)NC(=O)1)[c:2]1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Aromatic amide to fused imidazoline},"[c;r6:1](NC(=O)[*:3])[cH;r6:2]>>[c:1]([nH]c([*:3])n1)[c:2]1","https://pmc.ncbi.nlm.nih.gov/articles/PMC7666045/"
{Aromatic amide to fused pyrroline},"[c;r6:1](NC(=O)[*:3])[cH;r6:2]>>[c:1]([nH]c([*:3])c1)[c:2]1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Ester to oxetane},"[C,c:1]-C(=O)O-[C,c:2]>>[C,c:1]C1(COC1)O[C,c:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
"{Ester to 1,3,4-oxadiazole}","[C,c:1]-C(=O)O-[C,c:2]>>[C,c:1]c1oc([C,c:2])(nn1)","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Ester to tetrazole},"[C,c:1]-C(=O)O-[C,c:2]>>[C,c:1]n1nc([C,c:2])(nn1)","https://pubs.acs.org/doi/full/10.1021/jm1013693"
"{Ester to 1,2,4-oxadiazole}","[C,c:1]-C(=O)O-[C,c:2]>>[C,c:1]c1nc([C,c:2])(on1)","https://pubs.acs.org/doi/full/10.1021/jm1013693"
"{Ester to 1,2-oxazol-3-ether}","[C,c:1]-C(=O)[O:3]-[C,c:2]>>[C,c:1]c1[c:3]c(O[C,c:2])(no1)","https://pubs.acs.org/doi/full/10.1021/jm1013693"
"{Ester to 1,2-oxazol-5-ether}","[C,c:1]-C(=O)[O:3]-[C,c:2]>>[C,c:1]c1[c:3]c(O[C,c:2])(on1)","https://pubs.acs.org/doi/full/10.1021/jm1013693"
"{Urea to 2-hydroxyacetamide}","[c,C;!$(C(=O)):1]NC(=O)N[C;!$(C(=O)):2]>>[c,C:1]NC(=O)[C:2]([OH])","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Urea to thiourea},"[c,C;!$(C(=O)):1]NC(=O)N[c,C;!$(C(=O)):2]>>[c,C:1]NC(=S)N[c,C:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
"{Urea to 1,2,5-thiadiazole oxide}","[c,C;!$(C(=O)):1]NC(=O)N[c,C;!$(C(=O)):2]>>[c,C:1]Nc(ns(=O)(=O)n1)c1N[c,C:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Urea to diaminosquarate},"[c,C;!$(C(=O)):1]NC(=O)N[c,C;!$(C(=O)):2]>>[c,C:1]NC(C(=O)C(=O)1)=C1N[c,C:2]","https://pubs.acs.org/doi/full/10.1021/jm1013693"
"{Carboxylic acid to α,α-difluorinated carboxylic acid}","[C,c:1][C;!$(C(*)(*)*):2][C:3](=O)[OH,O-]>>[C,c:1][C:2](F)(F)[C:3](=O)O","https://pubs.acs.org/doi/10.1021/acsmedchemlett.2c00114"
"{Carboxylic acid to 1,2,4-oxadiazolidin-5-one}","[C,c:1][C:2](=O)[OH,O-]>>[C,c:1][C:2]1=NOC(=O)[NH]1","https://pubs.acs.org/doi/10.1021/acsmedchemlett.2c00114"
"{Carboxylic acid to α,α-dimethylated carboxylic acid}","[C,c:1][C!$(C(*)(*)*):2][C:3](=O)[OH,O-]>>[C,c:1][C:2](C)(C)[C:3](=O)O","https://pubs.acs.org/doi/10.1021/acsmedchemlett.2c00114"
"{Carboxylic acid to 2,4-oxazolidinedione}","[C,c:1][C:2](=O)[OH,O-]>>[C,c:1][C:2]1OC(=O)[NH]C(=O)1","https://pubs.acs.org/doi/10.1021/acsmedchemlett.2c00114"
"{Carboxylic acid to 1,3,4-oxadiazol-2-one}","[C,c:1][C:2](=O)[OH,O-]>>[C,c:1][C:2]1=N[NH]C(=O)O1","https://pubs.acs.org/doi/10.1021/acsmedchemlett.2c00114"
"{Carboxylic acid to nitro}","[C,c:1][C:2](=O)[OH,O-]>>[C,c:1][N+:2](=O)[O-]","https://pubs.acs.org/doi/10.1021/acsmedchemlett.2c00114"
{Phenol to indole},"[c:1]([OH])[cH:2]>>[c:1]([nH]cc1)[c:2]1","https://pubs.acs.org/doi/10.1021/acsmedchemlett.2c00114"
{Phenol to indazole},"[c:1]([OH])[cH:2]>>[c:1]([nH]N=C1)[c:2]1","https://pubs.acs.org/doi/10.1021/acsmedchemlett.2c00114"
"{Phenol to 2-aminopyridines}","[c:1]([OH])[cH:2]>>[c:1](N)[n:2]","https://pubs.acs.org/doi/10.1021/acsmedchemlett.2c00114"
"{Phenol to 2-aminopyrimidines}","[cH:1][c:2]([OH])[cH:3]>>[n:1][c:2](N)[n:3]","https://pubs.acs.org/doi/10.1021/acsmedchemlett.2c00114"
{Phenol to pyridine},"[c:1]([OH])>>[n:1]","https://pubs.acs.org/doi/10.1021/acsmedchemlett.2c00114"
{Phenol to CF2},"[c:1]([OH])>>[c:1](C(F)F)","https://pubs.acs.org/doi/10.1021/acsmedchemlett.2c00114"
{Phenol to 2-pyridone},"[c:1]([OH])[cH:2]>>[c:1](=O)[nH:2]","https://pubs.acs.org/doi/10.1021/acsmedchemlett.2c00114"
{Pyridine to 2-pyridone},"[n;!$(n(*)(*)*);!$([nH]):1][cH:2]>>[C:1](=O)[NH:2]","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Pyridine N-oxide to 2-pyridone},"[n+:1]([O-])[cH:2]>>[c:1](=O)[nH:2]","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 4-pyridone},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][n]1[c][c][c](=O)[c][c]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Phenol to 4-pyridone},"[c:1]1[c:2][c:3][c:4]([OH])[c:5][c:6]1>>[N:1]1[C:2]=[C:3][C:4](=O)[C:5]=[C:6]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
