reaction_name,smirks,reference
"{Alkyne to 1,3-thiazole}","[*:1]C#C[*:2]>>S1C([*:1])=NC([*:2])=C1","https://www.youtube.com/watch?v=diZia6_iiJ8&list=PLSvEKj6f3OHFeOeel4VZyHaLSPhVYFmec&index=17"
{Alkyne to isoxazole},"[*:1]C#C[*:2]>>N1=C([*:1])C=C([*:2])O1","https://www.youtube.com/watch?v=diZia6_iiJ8&list=PLSvEKj6f3OHFeOeel4VZyHaLSPhVYFmec&index=17"
{Alkyne to oxazole},"[*:1]C#C[*:2]>>N1=C([*:1])OC([*:2])=C1","https://www.youtube.com/watch?v=diZia6_iiJ8&list=PLSvEKj6f3OHFeOeel4VZyHaLSPhVYFmec&index=17"
"{Alkyne to 1,2,3-triazole}","[*:1]C#C[c,C:2]>>N1C([*:1])=CN([c,C:2])N=1","https://www.youtube.com/watch?v=diZia6_iiJ8&list=PLSvEKj6f3OHFeOeel4VZyHaLSPhVYFmec&index=17"
{Aromatic N to aromatic F},"[n;R1;!$([nH]):1]>>[c:1](F)","https://doi.org/10.1016/B978-0-12-409547-2.12290-5"
"{1,2,4-triazole to pyridazine}","[*:1][n:3]1[c;R1:4][n;R1:5][n;R1:6][c:7]1([*:2])>>[*:1][c:3]1c[c:4][n:5][n:6][c:7]1([*:2])","https://www.sciencedirect.com/science/article/pii/S096808961630548X"
"{1,2,4-triazole to pyrazine}","[*:1][n:3]1[c;R1:4][n;R1:5][n;R1:6][c:7]1([*:2])>>[*:1][c:3]1n[c:4][c:5][n:6][c:7]1([*:2])","https://www.sciencedirect.com/science/article/pii/S096808961630548X"
"{1,2,4-triazole to 1,2,4-triazine}","[*:1][n:3]1[c;R1:4][n;R1:5][n;R1:6][c:7]1([*:2])>>[*:1][c:3]1n[c:4][n:5][n:6][c:7]1([*:2])","https://www.sciencedirect.com/science/article/pii/S0960894X12012176"
"{1,2,3-thiadiazole to 1,2,4-triazine}","[*:1]c1nnsc1([*:2])>>[*:1]c1ncnnc1([*:2])","https://www.sciencedirect.com/science/article/pii/S0960894X12012176"
"{Pyrazine to imidazopyridine}","[*:1]c1[n;R1][c;R1][c;R1][n;R1]c1([*:2])>>[*:1]n1c(ccnc2)c2nc1([*:2])","https://www.sciencedirect.com/science/article/pii/S096808961630548X"
"{Pyridazine to imidazopyridine}","[*:1]c1[c;R1][c;R1][n;R1][n;R1]c1([*:2])>>[*:1]n1c(ccnc2)c2nc1([*:2])","https://www.sciencedirect.com/science/article/pii/S096808961630548X"
"{1,2,4-triazine to imidazopyridine}","[*:1]c1[n;R1][c;R1][n;R1][n;R1]c1([*:2])>>[*:1]n1c(ccnc2)c2nc1([*:2])","https://www.sciencedirect.com/science/article/pii/S096808961630548X"
"{Imidazopyidine to purine}","[*:1][n:3]1[c:4]([c:5][c:6][n:7][c:8]2)[c:9]2[n:10][c:11]1([*:2])>>[*:1][n:3]1[c:4]([n:5][c:6][n:7][c:8]2)[c:9]2[n:10][c:11]1([*:2])","https://www.sciencedirect.com/science/article/pii/S096808961630548X"
"{Catechol to indazole}","[c:1]([OH])[c:2]([OH])>>[c:1](N(C)N=C(C)1)[c:2]1","https://doi.org/10.1016/j.ejmech.2024.116364"
"{Phenol to quinoline}","[c:1]([OH])[cH:2]>>[c:1]([NH]C(=O)CC1)[c:2]1","https://onlinelibrary.wiley.com/doi/full/10.1002/ardp.202400700"
"{Phenol to carboxamide}","[c:1]([OH])>>[c:1]C(=O)[NH2]","https://onlinelibrary.wiley.com/doi/full/10.1002/ardp.202400700"
"{Phenol to sulfonamide}","[c:1]([OH])>>[c:1][NH]S(=O)(=O)C","https://onlinelibrary.wiley.com/doi/full/10.1002/ardp.202400700"
"{Phenol to benzimidazolone}","[c:1]([OH])[cH:2]>>[c:1]([NH]C(=O)[NH]1)[c:2]1","https://onlinelibrary.wiley.com/doi/full/10.1002/ardp.202400700"
"{Phenol to benzoxazolone}","[c:1]([OH])[cH:2]>>[c:1]([NH]C(=O)O1)[c:2]1","https://onlinelibrary.wiley.com/doi/full/10.1002/ardp.202400700"
"{Morpholine to dihydropurans}","[c:1]1[c:2][c:3](O[C:9][C:8][N:7]2)[c:4]2[c:5][c:6]1>>[c:1]1[c:2][c:3](O[C:9][C:8]=[C:7]2)[c:4]2[c:5][c:6]1","https://doi.org/10.1021/acs.jmedchem.5c01231"
"{Piperazine to 2,6-diazaspiro[3.3]heptane}","[N:1]1[C:2][C:3][N:4][C:5][C:6]1>>[N:1]1[C:2]C2([C:3][N:4][C:5]2)[C:6]1","https://pubs.rsc.org/en/content/articlehtml/2025/cc/d5cc00656b"
"{Piperazine to 1-oxa-2,6-diazaspiro[3.3]heptane}","[N:1]1[C:2][C:3][N:4][C:5][C:6]1>>[N:1]1[C:2]C2([C:3][N:4][O:5]2)[C:6]1","https://pubs.rsc.org/en/content/articlehtml/2025/cc/d5cc00656b"
"{3-substituted tetrahydro-2H-pyrane to  1-oxaspiro[3.3]heptane}","[*:1][CH]1[CH2][CH2][CH2]O[CH2]1>>[*:1][CH]1[CH2]C2([CH2][CH2]O2)[CH2]1","https://pubs.rsc.org/en/content/articlehtml/2025/cc/d5cc00656b"
"{Hexahydropyridazine to  1,2-diazaspiro[3.3]heptanes}","[*:1][N:3]1[N:4]([*:2])[C:5][C:6][C:7][C:8]1>>[*:1][N:3]1[N:4]([*:2])C2([C:5][C:6][C:7]2)[C:8]1","https://pubs.rsc.org/en/content/articlehtml/2025/cc/d5cc00656b"
"{Piperidine to 5-azaspiro[2.3]hexane}","[N:1]1[C:2][C:3][CH2:4][C:5][C:6]1>>[N:1]1[C:2]C2([C:3][C:5]2)[C:6]1","https://pubs.rsc.org/en/content/articlehtml/2025/cc/d5cc00656b"
"{Piperidine to 4-azaspiro[2.3]hexane}","[N:1]1[C:2][C:3][C:4][C:5][C;!$(C(*)(*)*):6]1>>[N:1]1[C:2][C:4][C:6]12CC2","https://pubs.rsc.org/en/content/articlehtml/2025/cc/d5cc00656b"
"{Naphthoquinone to quinazolinone}","[CH:1]1[C:2](=O)c([c:3][c:4][c:5][c:6]2)c2[C:7](=O)[C:8]=1>>[NH:1]1[C:2](=O)c([c:3][c:4][c:5][c:6]2)c2[N:7]=[C:8]1","https://doi.org/10.1021/acsmedchemlett.5c00237"
"{Para-phenyl to diflouro-BCP}","[*:1]c1[cH][cH][c]([*:2])[cH][cH]1>>[*:1]C1(C(F)(F)2)CC2([*:2])C1","https://pubs.acs.org/doi/10.1021/acs.jmedchem.5c00287?ref=PDF"
"{Para-phenyl to bicyclo[2.1.1]hexane}","[*:1]c1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]C12CCC([*:3])(C2)(C1)","https://pubs.acs.org/doi/10.1021/acs.jmedchem.5c01879?ref=recommended"
"{Para-phenyl to 2-oxabicyclo[2.1.1]hexane}","[*:1]c1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]C12COC([*:3])(C2)(C1)","https://pubs.acs.org/doi/10.1021/acs.jmedchem.5c01879?ref=recommended"
"{Para-phenyl to 2-oxabicyclo[2.1.1]heptane}","[*:1]c1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]C12COC([*:3])(C2)C(C1)","https://pubs.acs.org/doi/10.1021/acs.jmedchem.5c01879?ref=recommended"
"{Para-phenyl to 7-oxabicyclo[2.1.1]heptane}","[*:1]c1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]C12CCC([*:3])(O2)C(C1)","https://pubs.acs.org/doi/10.1021/acs.jmedchem.5c01879?ref=recommended"
"{Terminal phenyl to bicyclo[2.1.1]hexane}","[*:1]c1[cH][cH][cH][cH][cH]1>>[*:1]C12CCC(C2)(C1)","https://pubs.acs.org/doi/10.1021/acs.jmedchem.5c01879?ref=recommended"
"{Terminal phenyl to 2-oxabicyclo[2.1.1]hexane}","[*:1]c1[cH][cH][cH][cH][cH]1>>[*:1]C12COC(C2)(C1)","https://pubs.acs.org/doi/10.1021/acs.jmedchem.5c01879?ref=recommended"
"{Terminal phenyl to 2-oxabicyclo[2.1.1]heptane}","[*:1]c1[cH][cH][cH][cH][cH]1>>[*:1]C12COC(C2)C(C1)","https://pubs.acs.org/doi/10.1021/acs.jmedchem.5c01879?ref=recommended"
"{Terminal phenyl to 7-oxabicyclo[2.1.1]heptane}","[*:1]c1[cH][cH][cH][cH][cH]1>>[*:1]C12CCC(O2)C(C1)","https://pubs.acs.org/doi/10.1021/acs.jmedchem.5c01879?ref=recommended"
"{Terminal phenyl to diflouro-BCP}","[*:1]c1[cH][cH][cH][cH][cH]1>>[*:1]C1(C(F)(F)2)CC2C1","https://pubs.acs.org/doi/10.1021/acs.jmedchem.5c00287?ref=PDF"
